age,start,rating,weight,first,podium,place
3,6,115,55,1,1,1
3,9,112,55,0,1,2
3,7,111,55,0,1,3
3,2,109,55,0,0,4
3,10,108,55,0,0,5
3,11,96,55,0,0,6
3,4,95,55,0,0,7
3,12,95,55,0,0,8
3,8,93,55,0,0,9
3,3,92,55,0,0,10
3,1,87,55,0,0,11
3,5,78,55,0,0,12
3,7,0,59,1,1,1
3,12,0,58,0,1,2
5,6,0,59,0,1,3
3,14,0,58,0,0,4
3,8,0,59,0,0,5
4,11,0,58,0,0,6
4,5,0,59,0,0,7
5,3,0,61,0,0,8
8,2,0,61,0,0,9
3,10,0,59,0,0,10
4,9,0,59,0,0,11
4,4,0,61,0,0,12
3,2,81,62,1,1,1
6,16,69,63,0,1,2
3,5,64,60,0,1,3
7,14,46,55,0,0,4
3,6,63,62,0,0,5
5,4,61,60,0,0,6
4,1,63,64,0,0,7
7,13,42,55,0,0,8
4,8,49,60,0,0,9
3,11,43,56,0,0,10
3,7,42,62,0,0,11
5,12,0,55,0,0,12
2,5,0,59,0,1,2
2,9,0,57,1,1,1
2,12,0,56,0,1,3
2,7,0,58,0,0,4
2,3,0,60,0,0,5
2,4,0,60,0,0,6
2,6,0,59,0,0,7
2,11,0,57,0,0,8
2,1,0,57,0,0,9
2,14,0,55,0,0,10
2,2,0,60,0,0,11
2,13,0,54,0,0,12
2,5,0,59,1,1,1
2,12,0,57,0,1,2
2,10,0,57,0,1,3
2,2,0,59,0,0,4
2,6,0,59,0,0,5
2,3,0,59,0,0,6
2,11,0,57,0,0,7
2,9,0,57,0,0,8
2,7,0,57,0,0,9
2,8,0,57,0,0,10
2,4,0,59,0,0,11
4,9,0,58,1,1,1
10,8,0,58,0,1,2
4,1,0,60,0,1,3
4,2,0,60,0,0,4
4,7,0,58,0,0,5
5,11,0,58,0,0,6
3,6,0,58,0,0,7
4,5,0,58,0,0,8
3,4,0,59,0,0,9
3,3,0,59,0,0,10
7,10,0,58,0,0,11
3,12,0,58,0,0,12
8,13,127,68,1,1,1
6,6,135,73,0,1,2
5,2,133,73,0,1,3
5,8,128,72,0,0,4
6,5,117,73,0,0,5
10,7,115,72,0,0,6
10,4,116,70,0,0,7
11,14,105,68,0,0,8
8,17,86,67,0,0,9
6,10,67,68,0,0,10
7,12,53,52,1,1,1
5,4,66,58,1,1,1
6,11,52,50,0,1,3
6,5,61,57,0,0,4
7,10,50,53,0,0,5
5,3,62,53,0,0,6
5,8,53,54,0,0,7
4,1,61,58,0,0,8
5,2,61,60,0,0,9
5,6,53,57,0,0,10
5,7,46,55,0,0,11
4,9,38,54,0,0,12
4,6,65,54,1,1,1
7,1,74,60,0,1,2
8,8,57,54,0,1,3
5,10,54,53,0,0,4
6,11,51,51,0,0,5
7,3,61,58,0,0,6
6,2,63,56,0,0,7
5,5,56,57,0,0,8
5,12,42,51,0,0,9
4,4,54,53,0,0,10
7,9,42,53,0,0,11
8,7,17,54,0,0,12
5,12,57,53,1,1,1
6,8,61,56,0,1,2
5,3,68,59,0,1,3
6,1,66,60,0,0,4
7,5,53,56,0,0,5
8,2,55,59,0,0,6
4,9,46,55,0,0,7
6,4,50,58,0,0,8
4,10,41,55,0,0,9
5,7,33,56,0,0,10
4,6,26,56,0,0,11
4,11,11,51,0,0,12
5,12,76,51,1,1,1
6,7,79,54,0,1,2
6,5,80,56,0,1,3
4,1,86,60,0,0,4
5,9,70,53,0,0,5
4,2,82,58,0,0,6
5,4,73,53,0,0,7
6,3,74,58,0,0,8
8,8,64,53,0,0,9
5,10,60,52,0,0,10
6,11,59,52,0,0,11
5,6,63,54,0,0,12
6,1,109,55,1,1,1
6,10,88,51,0,1,2
4,7,89,53,0,1,3
5,5,86,54,0,0,4
7,3,84,54,0,0,5
6,4,83,52,0,0,6
6,12,72,51,0,0,7
8,8,76,53,0,0,8
5,6,72,53,0,0,9
6,11,67,52,0,0,10
6,2,81,57,0,0,11
5,9,62,53,0,0,12
3,4,107,55,1,1,1
4,3,99,56,0,1,2
4,1,105,60,0,1,3
5,10,83,54,0,0,4
5,12,73,52,0,0,5
4,11,72,53,0,0,6
3,2,92,60,0,0,7
11,7,69,56,0,0,8
4,16,59,51,0,0,9
5,13,48,53,0,0,10
5,7,112,56,1,1,1
6,1,114,58,0,1,2
6,6,109,56,0,1,3
4,10,109,56,0,0,4
5,8,105,56,0,0,5
5,5,108,58,0,0,6
7,4,107,58,0,0,7
7,2,106,58,0,0,8
3,11,91,52,0,0,9
10,3,102,58,0,0,10
6,9,91,56,0,0,11
3,13,71,49,0,0,12
7,4,112,75,1,1,1
10,13,95,66,0,1,2
6,11,92,69,0,1,3
6,7,97,73,0,0,4
5,10,90,68,0,0,5
5,1,98,73,0,0,6
7,8,82,70,0,0,7
5,2,90,73,0,0,8
9,5,84,72,0,0,9
11,12,41,67,0,0,10
6,11,0,63,1,1,1
5,12,0,65,0,1,2
7,10,0,66,0,1,3
7,7,0,70,0,0,4
7,1,0,75,0,0,5
6,4,0,72,0,0,6
5,5,0,71,0,0,7
6,8,0,67,0,0,8
8,3,0,72,0,0,9
5,9,0,68,0,0,10
4,3,127,68,1,1,1
4,5,123,68,0,1,2
4,6,121,64,0,1,3
4,7,111,67,0,0,4
4,8,106,67,0,0,5
4,1,92,68,0,0,6
4,5,0,54,1,1,1
4,2,0,54,0,1,2
6,10,0,54,0,1,3
4,11,0,54,0,0,4
5,8,0,54,0,0,5
7,6,0,54,0,0,6
4,9,0,54,0,0,7
4,1,0,55,0,0,10
4,13,0,54,0,0,11
5,7,0,54,0,0,12
5,12,0,54,0,0,13
6,4,0,54,0,0,14
4,5,0,54,1,1,1
4,9,0,53,0,1,2
6,6,0,53,0,1,3
5,8,0,53,0,0,4
7,2,0,57,0,0,5
4,12,0,53,0,0,6
7,4,0,55,0,0,7
5,3,0,57,0,0,8
6,10,0,53,0,0,9
5,14,0,53,0,0,10
7,1,0,58,0,0,11
5,7,0,53,0,0,12
4,6,0,59,1,1,1
4,3,0,59,0,1,2
4,9,0,58,0,1,3
7,4,0,59,0,0,4
4,10,0,58,0,0,5
4,5,0,59,0,0,6
6,13,0,56,0,0,7
7,12,0,57,0,0,8
6,2,0,60,0,0,9
5,11,0,57,0,0,10
8,1,0,60,0,0,11
6,8,0,58,0,0,12
4,5,0,59,1,1,1
4,4,0,60,0,1,2
4,12,0,54,0,1,3
4,6,0,57,0,0,4
7,1,0,62,0,0,5
4,10,0,58,0,0,6
4,9,0,58,0,0,7
5,3,0,60,0,0,8
4,8,0,58,0,0,9
4,11,0,57,0,0,10
4,2,0,60,0,0,11
5,7,0,58,0,0,12
4,8,0,58,1,1,1
5,7,0,59,0,1,2
4,11,0,56,0,1,3
8,6,0,59,0,0,4
5,4,0,61,0,0,5
8,2,0,63,0,0,6
7,9,0,58,0,0,7
4,3,0,62,0,0,8
4,5,0,61,0,0,9
9,10,0,57,0,0,10
4,12,0,54,0,0,11
6,1,0,63,0,0,12
4,10,0,58,1,1,1
4,5,0,58,0,1,2
5,4,0,58,0,1,3
4,11,0,58,0,0,4
5,7,0,58,0,0,5
4,7,0,58,0,0,6
4,8,0,58,0,0,7
5,3,0,58,0,0,8
4,2,0,58,0,0,9
4,6,0,58,0,0,10
3,1,0,53,0,0,11
4,9,0,58,0,0,12
4,4,68,57,1,1,1
4,7,61,55,0,1,2
5,2,67,58,0,1,3
5,11,51,52,0,0,4
7,12,50,52,0,0,5
5,9,53,54,0,0,6
5,3,58,58,0,0,7
4,5,49,55,0,0,8
5,1,59,60,0,0,9
5,10,42,54,0,0,10
4,8,39,54,0,0,11
3,6,34,55,0,0,12
5,4,76,53,1,1,1
6,2,64,59,0,1,2
8,8,52,54,0,1,3
7,5,57,57,0,0,4
5,7,51,55,0,0,5
5,10,46,52,0,0,6
4,6,52,56,0,0,7
6,9,41,51,0,0,8
5,1,51,60,0,0,9
7,12,30,49,0,0,10
6,3,42,58,0,0,11
8,11,0,53,0,0,12
5,3,85,59,1,1,1
4,4,80,56,0,1,2
6,2,87,60,0,1,3
4,7,66,54,0,0,4
5,5,65,51,0,0,5
6,12,60,53,0,0,6
6,1,72,60,0,0,7
4,10,53,52,0,0,8
5,6,50,54,0,0,9
4,9,28,53,0,0,10
4,8,22,51,0,0,11
5,11,0,53,0,0,12
4,6,0,62,1,1,1
4,4,0,63,0,1,2
3,11,0,55,0,1,3
8,2,0,63,0,0,4
12,12,0,55,0,0,5
4,5,0,59,0,0,6
3,13,0,55,0,0,7
8,1,0,63,0,0,8
3,7,0,59,0,0,9
5,9,0,58,0,0,10
6,3,0,60,0,0,11
9,10,0,56,0,0,12
3,9,0,57,1,1,1
4,2,0,61,0,1,2
3,3,0,60,0,1,3
3,4,0,60,0,0,4
8,6,0,59,0,0,5
4,11,0,53,0,0,6
6,7,0,58,0,0,7
4,1,0,60,0,0,8
7,12,0,53,0,0,9
3,8,0,58,0,0,10
3,10,0,53,0,0,11
3,5,0,59,0,0,12
2,1,0,58,1,1,1
2,12,0,58,0,1,2
2,11,0,58,0,1,3
2,9,0,58,0,0,4
2,8,0,58,0,0,5
2,4,0,60,0,0,6
2,6,0,60,0,0,7
2,5,0,60,0,0,8
2,13,0,56,0,0,9
2,2,0,57,0,0,10
2,3,0,58,0,0,11
2,7,0,58,0,0,12
4,7,89,58,1,1,1
4,11,79,56,0,1,2
3,1,94,63,0,1,3
6,4,82,59,0,0,4
3,12,75,54,0,0,5
6,15,68,54,0,0,6
6,2,84,61,0,0,7
3,9,71,58,0,0,8
3,10,60,57,0,0,9
4,6,62,59,0,0,10
7,8,60,58,0,0,11
3,14,54,55,0,0,12
5,6,65,62,1,1,1
6,3,66,63,0,1,2
3,7,54,57,0,1,3
5,10,49,59,0,0,4
4,12,43,56,0,0,5
7,14,34,56,0,0,6
3,2,53,63,0,0,7
4,9,38,58,0,0,8
5,5,43,59,0,0,9
8,13,31,57,0,0,10
4,8,33,59,0,0,11
4,11,22,55,0,0,12
8,8,0,69,1,1,1
7,6,0,71,0,1,2
6,2,0,74,0,1,3
7,7,0,70,0,0,4
7,4,0,73,0,0,5
6,5,0,73,0,0,6
7,10,0,66,0,0,7
9,12,0,63,0,0,8
4,9,0,56,1,1,1
5,1,0,60,0,1,2
3,8,0,58,0,1,3
10,3,0,59,0,0,4
3,11,0,54,0,0,5
6,4,0,57,0,0,6
4,2,0,58,0,0,7
4,5,0,56,0,0,8
3,10,0,58,0,0,9
3,12,0,58,0,0,10
3,6,0,58,0,0,11
3,7,0,58,0,0,12
5,12,0,68,1,1,1
7,5,0,68,0,1,2
6,10,0,68,0,1,3
5,7,0,68,0,0,4
5,1,0,68,0,0,5
5,4,0,68,0,0,6
5,11,0,68,0,0,7
5,6,0,68,0,0,8
5,9,0,68,0,0,9
6,1,0,77,1,1,1
9,4,0,73,0,1,2
7,3,0,71,0,1,3
12,5,0,73,0,0,4
11,2,0,75,0,0,5
4,11,0,67,0,0,6
7,8,0,69,0,0,7
5,6,0,67,0,0,8
6,7,0,70,0,0,9
10,12,0,64,0,0,10
8,3,141,73,1,1,1
7,6,136,71,0,1,2
7,2,118,73,0,1,3
9,10,98,65,0,0,4
10,1,97,72,0,0,5
10,14,47,62,0,0,6
10,5,37,69,0,0,7
4,4,103,73,1,1,1
4,8,102,73,0,1,2
4,5,101,73,0,1,3
4,6,97,73,0,0,4
4,7,96,70,0,0,5
4,9,92,73,0,0,6
4,1,90,70,0,0,7
4,11,89,70,0,0,8
4,3,86,73,0,0,9
4,2,85,73,0,0,10
4,10,81,73,0,0,11
4,12,78,73,0,0,12
6,10,126,76,1,1,1
4,11,100,72,0,1,2
9,5,105,76,0,1,3
5,7,96,76,0,0,4
5,2,72,76,0,0,5
4,12,59,73,0,0,6
5,13,46,73,0,0,7
6,1,13,73,0,0,8
5,3,0,76,0,0,9
5,8,0,73,0,0,10
5,9,0,73,0,0,11
5,2,116,74,1,1,1
5,10,103,70,0,1,2
4,12,79,68,0,1,3
4,6,79,75,0,0,4
5,3,81,73,0,0,5
5,7,73,70,0,0,6
5,8,62,70,0,0,7
6,11,33,70,0,0,8
5,9,12,70,0,0,9
6,5,16,73,0,0,10
7,1,12,73,0,0,11
6,10,0,58,1,1,1
5,3,0,60,0,1,2
5,1,0,60,0,1,3
7,8,0,58,0,0,4
5,11,0,57,0,0,5
3,7,0,58,0,0,6
8,12,0,56,0,0,7
3,4,0,59,0,0,8
4,2,0,60,0,0,9
6,9,0,58,0,0,10
6,6,0,59,0,0,11
3,5,0,59,0,0,12
7,4,124,74,1,1,1
8,3,111,72,0,1,2
7,1,108,73,0,1,3
6,2,100,75,0,0,4
6,6,90,71,0,0,5
7,11,72,73,0,0,6
6,7,66,74,0,0,7
5,12,44,70,0,0,8
6,9,29,73,0,0,9
7,13,19,69,0,0,10
2,6,0,60,1,1,1
2,10,0,58,0,1,2
2,5,0,60,0,1,3
2,9,0,60,0,0,4
2,2,0,60,0,0,5
2,13,0,58,0,0,6
2,14,0,58,0,0,7
2,7,0,60,0,0,8
2,11,0,54,0,0,9
2,3,0,60,0,0,10
2,1,0,60,0,0,11
2,12,0,55,0,0,12
3,14,87,55,1,1,1
3,7,93,61,0,1,2
4,12,77,57,0,1,3
3,4,89,61,0,0,4
4,11,77,58,0,0,5
3,3,86,63,0,0,6
5,10,69,56,0,0,7
5,9,65,61,0,0,8
3,2,73,60,0,0,9
5,1,33,63,0,0,10
4,6,28,58,0,0,11
3,5,0,61,0,0,12
8,2,0,75,1,1,1
6,7,0,72,0,1,2
8,11,0,71,0,1,3
7,5,0,73,0,0,4
5,12,0,70,0,0,5
6,6,0,73,0,0,6
9,15,0,63,0,0,7
7,9,0,71,0,0,8
7,13,0,67,0,0,9
6,4,0,73,0,0,10
7,14,0,64,0,0,11
6,4,0,74,1,1,1
8,12,0,64,0,1,2
6,3,0,75,0,1,3
7,10,0,64,0,0,4
13,13,0,60,0,0,5
9,9,0,67,0,0,6
7,11,0,65,0,0,7
12,6,0,73,0,0,8
2,2,0,59,1,1,1
2,1,0,59,0,1,2
2,8,0,59,0,1,3
2,13,0,59,0,0,4
2,9,0,59,0,0,5
2,10,0,59,0,0,6
2,3,0,59,0,0,7
2,7,0,59,0,0,8
2,6,0,59,0,0,9
2,4,0,59,0,0,10
2,14,0,59,0,0,11
2,5,0,59,0,0,12
3,14,0,54,1,1,1
4,4,0,59,0,1,2
8,7,0,60,0,1,3
4,6,0,60,0,0,4
5,11,0,58,0,0,5
3,8,0,60,0,0,6
4,9,0,60,0,0,7
5,3,0,61,0,0,8
4,2,0,61,0,0,9
6,13,0,56,0,0,10
3,12,0,58,0,0,11
6,1,0,61,0,0,12
6,3,125,69,1,1,1
6,6,108,66,0,1,2
6,12,92,68,0,1,3
6,5,98,68,0,0,4
6,7,85,64,0,0,5
7,9,77,67,0,0,6
8,8,76,68,0,0,7
5,1,79,71,0,0,8
8,10,75,52,1,1,1
4,11,73,52,0,1,2
5,9,69,53,0,1,3
4,8,64,52,0,0,4
4,3,70,56,0,0,5
4,12,58,50,0,0,6
5,2,74,59,0,0,7
5,7,58,54,0,0,8
5,5,55,54,0,0,9
6,13,41,49,0,0,10
4,1,52,60,0,0,11
5,4,39,55,0,0,12
5,8,95,54,1,1,1
6,4,101,57,0,1,2
7,5,99,57,0,1,3
6,7,93,55,0,0,4
5,9,86,50,0,0,5
5,1,100,60,0,0,6
5,14,81,52,0,0,7
5,3,92,57,0,0,8
4,11,79,52,0,0,9
6,12,73,51,0,0,10
5,6,69,55,0,0,11
5,13,51,52,0,0,12
3,7,94,57,1,1,1
4,8,88,55,0,1,2
5,5,89,58,0,1,3
3,3,96,55,0,0,4
3,12,83,51,0,0,5
3,11,82,54,0,0,6
4,2,94,62,0,0,7
4,6,81,55,0,0,8
4,1,95,63,0,0,9
3,9,74,56,0,0,10
4,10,64,53,0,0,11
6,14,56,53,0,0,12
8,4,114,72,1,1,1
6,9,110,73,0,1,2
4,14,92,71,0,1,3
6,6,98,74,0,0,4
6,10,97,73,0,0,5
7,3,90,75,0,0,6
7,8,85,73,0,0,7
5,11,83,71,0,0,8
4,13,78,68,0,0,9
5,1,51,77,0,0,10
4,8,0,68,1,1,1
5,6,0,67,0,1,2
5,5,0,68,0,1,3
4,10,0,65,0,0,4
6,2,0,68,0,0,5
5,11,0,65,0,0,6
4,9,0,68,0,0,7
4,12,0,65,0,0,8
8,4,0,68,0,0,9
11,2,0,75,1,1,1
9,4,0,70,0,1,2
8,10,0,64,0,1,3
5,6,0,69,0,0,4
7,14,0,61,0,0,5
11,1,0,75,0,0,6
13,9,0,64,0,0,7
5,4,0,58,1,1,1
4,1,0,61,0,1,2
4,9,0,58,0,1,3
4,5,0,60,0,0,4
4,3,0,60,0,0,5
7,8,0,57,0,0,6
4,7,0,58,0,0,7
6,11,0,54,0,0,8
6,6,0,58,0,0,9
4,2,0,61,0,0,10
4,12,0,50,0,0,11
5,10,0,55,0,0,12
2,11,0,54,1,1,1
2,5,0,54,0,1,2
2,9,0,54,0,1,3
2,2,0,54,0,0,4
2,6,0,54,0,0,5
2,8,0,54,0,0,6
2,12,0,54,0,0,7
2,3,0,54,0,0,8
2,10,0,54,0,0,9
2,1,0,55,0,0,10
2,7,0,54,0,0,11
2,4,0,54,0,0,12
5,3,0,68,1,1,1
5,6,0,68,0,1,2
5,4,0,68,0,1,3
6,9,0,68,0,0,4
4,8,0,68,0,0,5
6,7,0,65,0,0,6
6,2,0,68,0,0,7
4,1,0,68,0,0,8
5,10,0,67,0,0,9
4,11,0,68,0,0,10
5,5,0,68,0,0,11
10,13,0,64,0,0,12
6,10,109,68,1,1,1
10,14,95,68,0,1,2
5,1,105,73,0,1,3
6,4,92,72,0,0,4
6,7,89,72,0,0,5
4,5,89,73,0,0,6
11,2,84,75,0,0,7
8,6,79,69,0,0,8
5,12,60,69,0,0,9
5,9,59,72,0,0,10
7,3,51,74,0,0,11
7,8,45,71,0,0,12
6,7,134,65,1,1,1
5,2,141,71,0,1,2
5,14,113,60,0,1,3
9,13,112,61,0,0,4
10,8,115,65,0,0,5
11,3,125,70,0,0,6
7,1,126,71,0,0,7
13,9,105,65,0,0,8
9,11,102,62,0,0,9
8,4,108,68,0,0,10
4,6,0,58,1,1,1
4,3,0,58,0,1,2
3,10,0,57,0,1,3
3,9,0,57,0,0,4
4,7,0,58,0,0,5
4,4,0,58,0,0,6
4,2,0,58,0,0,7
5,1,0,58,0,0,8
5,8,0,58,0,0,9
3,11,0,57,0,0,10
4,5,0,58,0,0,11
3,12,0,57,0,0,12
3,12,113,55,1,1,1
3,8,111,55,0,1,2
3,6,104,55,0,1,3
4,1,102,58,0,0,4
3,9,98,55,0,0,5
3,10,98,55,0,0,6
4,5,91,58,0,0,7
3,7,66,55,0,0,8
3,11,52,55,0,0,9
4,2,52,58,0,0,10
4,4,35,58,0,0,11
5,3,18,58,0,0,12
5,11,90,53,1,1,1
3,9,85,53,0,1,2
6,2,88,58,0,1,3
5,6,77,55,0,0,4
4,12,67,53,0,0,5
5,1,80,59,0,0,6
6,10,57,53,0,0,7
3,3,65,57,0,0,8
4,8,49,55,0,0,9
4,4,33,57,0,0,10
4,7,20,55,0,0,11
4,5,18,56,0,0,12
3,8,74,53,1,1,1
3,4,80,58,0,1,2
4,9,70,55,0,1,3
3,6,76,56,0,0,4
4,5,72,58,0,0,5
4,10,65,55,0,0,6
6,2,71,59,0,0,7
3,1,76,59,0,0,8
3,7,71,56,0,0,9
3,11,60,52,0,0,10
6,3,61,58,0,0,11
8,12,41,50,0,0,12
2,8,0,54,1,1,1
2,12,0,54,0,1,2
2,7,0,54,0,1,3
2,5,0,54,0,0,4
2,11,0,53,0,0,5
2,3,0,53,0,0,6
2,10,0,54,0,0,7
2,4,0,54,0,0,8
2,6,0,53,0,0,9
2,9,0,53,0,0,10
2,1,0,54,0,0,11
2,2,0,53,0,0,12
5,10,111,69,1,1,1
6,2,108,68,0,1,2
5,1,104,69,0,1,3
6,6,103,69,0,0,4
6,11,91,69,0,0,5
4,12,80,69,0,0,6
5,9,72,66,0,0,7
7,7,53,69,0,0,8
4,8,34,67,0,0,9
5,5,13,69,0,0,10
6,6,101,72,1,1,1
9,1,95,75,0,1,2
9,3,93,74,0,1,3
5,8,83,69,0,0,4
5,5,86,72,0,0,5
4,11,71,69,0,0,6
13,14,26,68,0,0,7
11,10,22,68,0,0,8
6,11,127,70,1,1,1
7,5,131,73,0,1,2
6,3,125,73,0,1,3
6,8,117,71,0,0,4
5,2,115,74,0,0,5
11,4,105,70,0,0,6
8,7,94,71,0,0,7
6,10,88,68,0,0,8
7,6,89,70,0,0,9
10,9,68,69,0,0,10
7,12,66,70,0,0,11
2,2,109,55,1,1,1
2,14,107,55,0,1,2
2,9,104,55,0,1,3
2,11,101,55,0,0,4
2,5,98,55,0,0,5
2,6,95,55,0,0,6
2,8,91,55,0,0,7
2,7,88,55,0,0,8
2,10,88,55,0,0,9
2,3,80,55,0,0,10
2,13,56,56,0,0,11
2,1,38,55,0,0,12
4,2,116,58,1,1,1
3,13,115,55,0,1,2
4,7,114,58,0,1,3
3,8,112,55,0,0,4
4,5,110,58,0,0,5
3,9,103,55,0,0,6
4,1,103,58,0,0,7
3,14,102,55,0,0,8
4,3,98,58,0,0,9
5,6,98,58,0,0,10
3,10,85,57,0,0,11
4,4,83,58,0,0,12
5,14,102,54,1,1,1
3,12,93,54,0,1,2
4,1,101,59,0,1,3
5,5,89,56,0,0,4
7,3,89,57,0,0,5
4,8,80,56,0,0,6
4,4,80,57,0,0,7
4,2,78,57,0,0,8
4,11,60,55,0,0,9
8,6,55,56,0,0,10
5,13,49,54,0,0,11
4,7,51,56,0,0,12
3,5,0,59,1,1,1
3,6,0,59,0,1,2
3,9,0,59,0,1,3
3,11,0,59,0,0,4
3,8,0,59,0,0,5
3,12,0,57,0,0,6
4,3,0,60,0,0,7
4,4,0,58,0,0,8
3,7,0,59,0,0,9
3,10,0,59,0,0,10
4,2,0,58,0,0,11
4,1,0,60,0,0,12
4,3,0,58,1,1,1
5,1,0,61,0,1,2
4,10,0,55,0,1,3
5,7,0,57,0,0,4
3,6,0,56,0,0,5
3,8,0,58,0,0,6
5,2,0,61,0,0,7
5,11,0,55,0,0,8
8,4,0,56,0,0,9
3,9,0,56,0,0,10
4,5,0,56,0,0,11
9,12,0,55,0,0,12
5,2,0,62,1,1,1
9,4,0,59,0,1,2
6,1,0,63,0,1,3
4,11,0,55,0,0,4
4,7,0,57,0,0,5
3,6,0,59,0,0,6
3,9,0,58,0,0,7
5,8,0,59,0,0,8
3,12,0,53,0,0,9
4,10,0,58,0,0,10
3,5,0,60,0,0,11
4,3,0,59,0,0,12
6,3,0,59,1,1,1
4,7,0,57,0,1,2
4,2,0,60,0,1,3
3,6,0,59,0,0,4
4,9,0,58,0,0,5
6,1,0,63,0,0,6
3,4,0,60,0,0,7
6,5,0,58,0,0,8
5,11,0,51,0,0,9
3,8,0,59,0,0,10
3,10,0,56,0,0,11
3,12,0,52,0,0,12
3,2,0,59,1,1,1
4,6,0,57,0,1,2
10,7,0,56,0,1,3
8,8,0,55,0,0,4
5,1,0,62,0,0,5
5,4,0,56,0,0,6
4,5,0,57,0,0,7
6,9,0,56,0,0,8
10,3,0,58,0,0,9
4,10,0,56,0,0,10
4,11,0,56,0,0,11
3,12,0,55,0,0,12
2,6,0,59,1,1,1
2,3,0,59,0,1,2
2,11,0,57,0,1,3
2,8,0,59,0,0,4
2,4,0,59,0,0,5
2,7,0,59,0,0,6
2,2,0,59,0,0,7
2,5,0,59,0,0,8
2,9,0,56,0,0,9
2,12,0,57,0,0,10
2,1,0,59,0,0,11
2,10,0,57,0,0,12
2,12,0,50,1,1,1
2,5,0,57,0,1,2
2,1,0,60,0,1,3
2,2,0,57,0,0,4
2,4,0,57,0,0,5
2,11,0,54,0,0,6
2,3,0,58,0,0,7
2,7,0,54,0,0,8
2,6,0,56,0,0,9
2,10,0,54,0,0,10
2,8,0,55,0,0,11
2,9,0,55,0,0,12
5,5,0,57,1,1,1
5,9,0,57,0,1,2
3,10,0,57,0,1,3
6,6,0,59,0,0,4
4,3,0,58,0,0,5
3,12,0,55,0,0,6
3,8,0,58,0,0,7
4,7,0,58,0,0,8
5,1,0,61,0,0,9
3,11,0,55,0,0,10
3,4,0,59,0,0,11
8,2,0,61,0,0,12
5,2,86,59,1,1,1
5,1,83,57,0,1,2
9,12,69,55,0,1,3
6,6,68,55,0,0,4
6,5,64,57,0,0,5
4,13,50,53,0,0,6
9,8,49,54,0,0,7
6,4,43,57,0,0,8
7,9,32,55,0,0,9
7,7,32,55,0,0,10
5,10,29,53,0,0,11
6,3,20,57,0,0,12
4,2,0,59,1,1,1
3,12,0,58,0,1,2
6,6,0,59,0,1,3
4,8,0,58,0,0,4
6,13,0,58,0,0,5
5,11,0,58,0,0,6
5,7,0,58,0,0,7
5,4,0,59,0,0,8
7,5,0,59,0,0,9
5,9,0,58,0,0,10
5,1,0,59,0,0,11
7,10,0,58,0,0,12
2,4,0,59,1,1,1
2,10,0,59,0,1,2
2,3,0,59,0,1,3
2,5,0,59,0,0,4
2,2,0,59,0,0,5
2,11,0,57,0,0,6
2,12,0,57,0,0,7
2,9,0,58,0,0,8
2,7,0,59,0,0,9
2,1,0,59,0,0,10
2,6,0,56,0,0,11
2,8,0,59,0,0,12
5,10,0,68,1,1,1
5,9,0,69,0,1,2
4,8,0,69,0,1,3
4,7,0,69,0,0,4
4,3,0,69,0,0,5
7,1,0,68,0,0,6
4,12,0,66,0,0,7
4,4,0,69,0,0,8
7,5,0,69,0,0,9
4,6,0,69,0,0,10
4,2,0,69,0,0,11
9,4,0,69,1,1,1
7,7,0,72,0,1,2
7,11,0,69,0,1,3
6,3,0,73,0,0,4
6,6,0,72,0,0,5
4,2,0,72,0,0,6
5,9,0,70,0,0,7
6,1,0,75,0,0,8
6,12,0,66,0,0,9
7,5,0,72,0,0,10
5,10,0,70,0,0,11
3,5,125,66,1,1,1
3,4,125,63,0,1,2
3,7,116,64,0,1,3
3,2,120,68,0,0,4
3,6,108,64,0,0,5
3,13,100,62,0,0,6
3,1,99,68,0,0,7
3,11,81,62,0,0,8
3,9,75,62,0,0,9
7,4,64,54,1,1,1
5,1,59,60,0,1,2
8,10,44,54,0,1,3
6,8,43,54,0,0,4
4,5,49,58,0,0,5
5,7,43,56,0,0,6
6,12,32,49,0,0,7
5,2,47,60,0,0,8
5,3,43,58,0,0,9
5,11,29,53,0,0,10
8,9,29,54,0,0,11
9,6,37,58,0,0,12
4,2,70,59,1,1,1
5,4,64,58,0,1,2
9,1,67,60,0,1,3
5,3,63,59,0,0,4
5,10,51,53,0,0,5
4,6,58,57,0,0,6
5,11,44,50,0,0,7
7,7,53,51,0,0,8
5,5,56,58,0,0,9
7,8,48,55,0,0,10
4,9,47,55,0,0,11
4,12,38,51,0,0,12
4,11,59,52,1,1,1
4,8,61,53,0,1,2
6,3,67,59,0,1,3
4,2,66,60,0,0,4
6,5,59,58,0,0,5
6,10,43,50,0,0,6
5,1,59,55,0,0,7
5,6,50,56,0,0,8
4,7,49,56,0,0,9
7,12,34,51,0,0,10
5,9,32,53,0,0,11
4,4,35,59,0,0,12
5,12,72,53,1,1,1
6,10,71,54,0,1,2
6,5,75,56,0,1,3
5,2,81,59,0,0,4
5,6,74,56,0,0,5
4,7,71,55,0,0,6
5,4,75,58,0,0,7
5,8,67,55,0,0,8
5,3,72,58,0,0,9
6,1,74,60,0,0,10
5,9,55,54,0,0,11
5,11,42,52,0,0,12
5,9,101,53,1,1,1
6,2,101,55,0,1,2
6,8,96,54,0,1,3
4,3,97,55,0,0,4
4,4,95,55,0,0,5
5,1,101,58,0,0,6
6,7,88,53,0,0,7
6,6,85,51,0,0,8
